"","NAME","Description","Status","Long","Lat","Elev","country","continent","city","pname","citiname","countryname"
"1185","Rieti, Italy - Rietinbici Bikesharing","www.rietinbici.it (http://www.rietinbici.it/rietinbici/)<br>CityBik.es Map (https://citybik.es/map/rietinbici)<br>25 bikes in 4 stations<br>Launch: June 14, 2014<br>Equipment: Bicincittà<br>Source (http://www.ilpuntoamezzogiorno.it/2014/04/rieti-bike-sharing-i-grilli-parlanti-altro-ennesimo-spreco-per-ora/)","operation",12.8550334,42.4082491,"0","Italy","Europe","Rieti, Italy","Rietinbici Bikesharing","Rieti","Italy"
"1186","Riga, Latvia - Sixtbicycle","www.sixtbicycle.lv/en<br>O'Brien Bike share Map<br>(http://bikes.oobrien.com/riga/ )<br>CityBik.es Map (https://citybik.es/map/sixt-latvia-riga)<br>150 bikes in 24 stations (July 2014)<br>Launch July 15, 2010 with 88 bikes and 8 stations<br>Operator change July 2013: New SIXT with nextbike no longer airBaltic in conjunction with nextbike","operation",24.1031454,56.9517148,"0","Latvia","Europe","Riga, Latvia","Sixtbicycle","Riga","Latvia"
"1187","Rimini, Italy - mi muovo in bici","http://www.mimuovoinbici.it<br>CityBik.es Map (https://citybik.es/map/rimini)<br>91 bikes in 9 stations<br>Launch: July 31, 2013<br>Equipment: Bicincittà<br>Source (http://www.urponline.provincia.rimini.it/accessible.php?idinfo=2534)","operation",12.5675014,44.0635362,"0","Italy","Europe","Rimini, Italy","mi muovo in bici","Rimini","Italy"
"1188","Rio de Janiero, Brasil - BikeRio Itaù - Samba","http://www.mobilicidade.com.br/bikerio.asp<br>Obrien Bike Share Map (http://bikes.oobrien.com/?city=rio)<br>CityBik.es Map (https://citybik.es/map/bikerio)<br>2,500 bikes in 257 stations<br>Re-launched November 2011 with 600 bikes in 60 stations. Original Samba Program of 2008<br>System: Serttel Samba<br>Operator: mobilicidade","operation",-43.2100866,-22.9014779,"0","Brazil","South America","Rio de Janiero, Brasil","BikeRio Itaù","Rio de Janiero","Brasil"
"1189","Rivarolo Canavese, Italy","http://www.bicincittabip.com/<br>15 bikes in 3 stations<br>Launch July 6, 2016<br>Operator & Equipment: Bicincittà<br>(http://www.quotidianocanavese.it/politica/rivarolo-tutti-in-bicicletta-con-il-bike-sharing-foto-e-video-8362)<br>Planning construction of 3 stations for Summer 2016 for a program that is interoperable with Turin<br>Source: http://www.obiettivonews.it/2016/04/26/rivarolo-canavese-in-arrivo-il-bikesharing/","operation",7.7302551,45.3299441,"0","Italy","Europe","Rivarolo Canavese, Italy","Rivarolo Canavese, Italy","Rivarolo Canavese","Italy"
"1190","Riva del Garda, Italy - ArRivapedalando","http://ow.ly/SbPIo<br>12 pedelcs in 6 stations<br>Launch: March 1, 2013, added electric bikes to its 2010 - 2nd generation ""C'entro in Bici program The electric system will allow pick up and drop off at different automated rent stations. Source (http://trentinocorrierealpi.gelocal.it/cronaca/2013/02/12/news/bike-sharing-elettrico-servizio-gratuito-nel-2013-1.6525308)<br>Operator: Altogarda Parcheggi e Mobilità)<br>Equipment : Ecospazio","operation",10.8466814,45.8891716,"0","Italy","Europe","Riva del Garda, Italy","ArRivapedalando","Riva del Garda","Italy"
"1191","Riverside, California USA","Planning 4 station pilot program for 2015Source (http://www.pe.com/articles/bike-750165-city-riverside.html)","planning",-117.3897746,33.9644341,"0","United States of America","North America","Riverside, California USA","Riverside, California USA","Riverside","California USA"
"1192","Rivoli, Italy -BicinComune","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=27&pag=2)","operation",7.5202274,45.0744902,"0","Italy","Europe","Rivoli, Italy -BicinComune","Rivoli, Italy -BicinComune","Rivoli","Italy -BicinComune"
"1193","Rizhao, Shandong, China - Rizhao Public Bicycle Service","5,300 bikes in 295 stations<br>(June 2016: http://elec.it168.com/a2016/0609/2697/000002697906.shtml)<br>Launch September 9, 2014<br>with 1,500 bikes in 46 stations<br>Source: http://www.rzjtysj.gov.cn/ctnshow.php?aid=875<br>Started planning in Janaury 2014<br>Source: http://www.rznews.cn/mszx/folder2071/2014/01/2014-01-06345734.html<br>Planning on 3000 bike in 200 stations in 2015 (http://news.rznews.cn/folder16/201502/2015-02-04394406.html)Source: http://www.rzjtysj.gov.cn/ctnshow.php?aid=875 Started planning in Janaury 2014 Source: http://www.rznews.cn/mszx/folder2071/2014/01/2014-01-06345734.html http://www.rznews.cn/health/folder2099/2014/12/2014-12-13384891.html","operation",119.5248984,35.4265464,"0","China","Asia","Rizhao, Shandong, China","Rizhao Public Bicycle Service","Rizhao","China"
"1194","Roanoke, Virginia USA","Possible spring 2017 implamentation (http://theroanokestar.com/2017/01/11/roanoke-bikeshare-service-is-coming-soon/)<br>September 2016, Planning Commission is asked to fund a Feasibility Study for public bicycle program Source: https://goo.gl/dmU306","planning",-79.9402142,37.2750773,"0","United States of America","North America","Roanoke, Virginia USA","Roanoke, Virginia USA","Roanoke","Virginia USA"
"1195","Rockford, Illinois USA","The city recently in 2016 commissioned the Rockford Metropolitan Agency for Planning to conduct a feasibility study<br>Source:<br>http://www.wifr.com/home/headlines/Rockford-Looking-into-Bike-Sharing-Program-374662881.html<br>","planning",-89.0929842,42.2715295,"0","United States of America","North America","Rockford, Illinois USA","Rockford, Illinois USA","Rockford","Illinois USA"
"1196","Rockville, Bethesda and Silver Springs, Maryland USA -Capital Bikeshare","https://www.capitalbikeshare.com/<br>See Washington, DC USA","operation",-77.150116,39.0839717,"0","United States of America","North America","Rockville, Bethesda and Silver Springs, Maryland USA -Capital Bikeshare","Rockville, Bethesda and Silver Springs, Maryland USA -Capital Bikeshare","Rockville","Maryland USA -Capital Bikeshare"
"1197","Rochester, Minnesota, USA","Rochester/Olmsted County planning a feasibility study for a possible Nice Ride Minnesota (https://www.niceridemn.org/) satellite program in 2014 Source (http://www.postbulletin.com/life/lifestyles/bike-share-program-could-be-nice-ride-for-rochester/article_50c71eec-74dc-5827-b053-938b3133731b.html) I<br>Source II (http://www.bizjournals.com/twincities/morning_roundup/2013/06/niceride-points-its-bikes-out-of-twin.html)","planning",-92.4796486,44.0293591,"0","United States of America","North America","Rochester, Minnesota, USA","Rochester, Minnesota, USA","Rochester","USA"
"1198","Rochester, New York USA","Mayor suggest vendor for program for 2017 (http://www.democratandchronicle.com/story/news/2016/09/30/mayor-proposes-contract-bike-share-system/91312832/) Feasibility Study process to begin in December 2013 Source (http://www.democratandchronicle.com/story/news/local/2013/11/11/rochester-area-to-study-bicycle-sharing-system/3500031/)","planning",-77.6058766,43.1638706,"0","United States of America","North America","Rochester, New York USA","Rochester, New York USA","Rochester","New York USA"
"1199","Rome, Italy - Roma'n'Bike","March 2013, for all intents and purposes there is no system. Source (http://wikispesa.costodellostato.it/Bike_Sharing_Roma) almost no bikes January 16, 2013: Source (http://tv.ilfattoquotidiano.it/2013/01/16/roma-flop-del-bike-sharing-milione-e-700mila-euro-butatti-e-bici-rubate/217072/) <br>Possible new system with 80 stations in the works: Source (http://www.iltempo.it/roma-capitale/2013/02/27/il-bike-sharing-non-ha-piu-biciclette-1.1113395)<br>http://www.roma-n-bike.it/<br>Obrien Bike Share Map (http://bikes.oobrien.com/?city=rome)<br> <br>19 stations<br>3rd re-launch January 1, 2010. <br>(Original launch June 16, 2008 by Cemusa. 2nd launch: June 1, 2009 by ATAC)<br><br> <br>Operator: Rome Mobility Service Agency, a division of ATAC Rome's public transport agency.","stopped",12.4823574,41.8986991,"0","Italy","Europe","Rome, Italy","Roma'n'Bike","Rome","Italy"
"1200","Rome, Italy -","New program to begin June 1, 2016 with 200 bikes in 19 stations (http://www.notizie.it/roma-il-bike-sharing-passa-allatac-e-si-rafforza-488294/) February 2016, Rome signs contract with AIPE & Clear Chanel for 800 bikes in 80 stations program for 2016<br>Source: http://roma.repubblica.it/dettaglio-news/-/45200","planning",12.49094,41.90068,"0","Italy","Europe","Rome, Italy -","Rome, Italy -","Rome","Italy -"
"1201","Rome, New York USA - Zagster","16 bikes in 3 stations<br>Launch: August 10, 2016<br>Source: http://romesentinel.com/rome/bicycle-share-program-rides-into-town-wednesday/QBqphh!wd1rs2RmBB3QXy0w372ebQ/<br>Operator and Equipment: Zagster","operation",-75.4549599,43.2115569,"0","United States of America","North America","Rome, New York USA","Zagster","Rome","New York USA"
"1202","Romont, Switzerland - Publibike","https://www.publibike.ch<br>7 bikes 7 pedelecs in 2 stations<br>Lauch: 2012<br>Operator: Publibike","operation",6.9125462,46.6927834,"0","Switzerland","Europe","Romont, Switzerland","Publibike","Romont","Switzerland"
"1203","Ronda (Málaga), Spain - Enbici","Launched 2010.<br>7 stations, 70 bikes.<br>Operator: GREEN POWER<br>/ ITCL","operation",-5.1687666,36.749132,"0","Spain","Europe","Ronda (Málaga), Spain","Enbici","Ronda (Málaga)","Spain"
"1204","Rongchen, Weihai, Shandong, China - Rongchen Public Bicycle Rental","180 bikes in 9 stations<br>Launch: July 22, 2016<br>Source: http://www.dzwww.com/shandong/sdnews/201607/t20160725_14671120.htm","operation",122.4893188,37.1630526,"0","China","Asia","Rongchen, Weihai, Shandong, China","Rongchen Public Bicycle Rental","Rongchen","China"
"1205","Rosario, Argentina - mi bici tu bici","http://www.mibicitubici.gob.ar/<br>CityBik.es Map (https://citybik.es/map/mibicitubici)<br>280 bikes in 18 stations<br>Official Launch: December 1, 2015<br>Soft Launch: March 22, 2015 with 40 bikes in 2 stations<br>Source: http://www.lacapital.com.ar/la-ciudad/El-sistema-de-bicicletas-publicas-impulsadas-por-la-Municipalidad-arrancara-con-200-usuarios-20150322-0039.html<br>Set to launch end of April 2015 with 480 bikes in 18 stations.<br>Contract for contactless card operation signed in September 2013<br>Source (http://www.impulsonegocios.com/contenidos/2013/05/07/Editorial_25326.php) Source II (http://www.agenciafe.com/noticias/val/211069/bicicletas-p%C3%BAblicas-de-alquiler-para-el-2014.html) Source III (http://www.sinmordaza.com/noticia/237412-ponen-en-marcha-sistema-de-bicicletas-publicas.html)<br>Source III: http://www.lacapital.com.ar/la-ciudad/Fein-aseguro-que-el-sistema-de-bicicletas-publicas-provocara-un-cambio-cultural-20141216-0062.html","operation",-60.6560326,-32.9424197,"0","Argentina","South America","Rosario, Argentina","mi bici tu bici","Rosario","Argentina"
"1206","Roseburg, Oregon USA - VA Roseburg B-cycle ","16 bikes in 2 stations with possible expansion<br>Launch July 16, 2013<br>""Closed System"" for Veterans Administration Hospital only","operation",-123.3701566,43.2293202,"0","United States of America","North America","Roseburg, Oregon USA","VA Roseburg B-cycle ","Roseburg","Oregon USA"
"1207","Rotterdam, The Netherlands - ","Planning 450 bikes in 20 stations to start in 2017. Signs a contract with GoBike<br>Source: http://www.persberichtenrotterdam.nl/bericht/1291/%E2%80%98Tablet-met-pedalen%E2%80%99-komt-naar-Rotterdam/","planning",4.4698904,51.9270135,"0","Netherlands","Europe","Rotterdam, The Netherlands","Rotterdam, The Netherlands","Rotterdam","The Netherlands"
"1208","Rouen, France - cy'clic","http://cyclic.rouen.fr/<br>O'Brien Bike Share Map (http://bikes.oobrien.com/rouen/)<br>CityBik.es map (https://citybik.es/map/cyclic)<br>250 bikes in 20 stations<br>Launched: December 2007<br>Operator: JCDecaux CycloCity","operation",1.0979464,49.4451376,"0","France","Europe","Rouen, France","cy'clic","Rouen","France"
"1209","Royal Oak, Michigan USA","Started studying in January 2014 for a 50 bike program Source (http://www.candgnews.com/news/group-looks-bring-bike-sharing-royal-oak)","planning",-83.1467196,42.4939982,"0","United States of America","North America","Royal Oak, Michigan USA","Royal Oak, Michigan USA","Royal Oak","Michigan USA"
"1210","Rucheng, Chenzhou, Hunan, China","260 bike in 14 station to start May 2015 Source: http://hn.rednet.cn/c/2015/04/21/3657827.htm","planning",113.6860514,25.532877,"0","China","Asia","Rucheng, Chenzhou, Hunan, China","Rucheng, Chenzhou, Hunan, China","Rucheng","China"
"1211","Rui'an, Wenzhou, Zhejiang - China - Ryan Public Bicycle","http://bikes.oobrien.com/ruian/<br>1,000 bikes in 24sations<br>Launch: January 6, 2014 with 300 bikes in 10 stations Source (http://www.wzrb.com.cn/article578673show.html)<br>Plans to expand to 1,500 bikes in 50 stations 2014-2015<br>Source (http://news.66wz.com/system/2013/12/17/103925986_01.shtml)","operation",120.6482504,27.783809,"0","China","Asia","Rui'an, Wenzhou, Zhejiang","China","Rui'an","Zhejiang"
"1212","Rzeszow, Poland - RoweRes","http://www.roweres.pl/<br>200 bikes in 20 stations<br><br> <br>Launched: September 2010","operation",22.0059584,50.0458407,"0","Poland","Europe","Rzeszow, Poland","RoweRes","Rzeszow","Poland"
"1213","Sabaudia &amp; San Felice Circeo, Italy","30 pedelecs in 3 stations for the Parco Nationale del Circeo<br>Launch August 20, 2014<br>Source (http://www.telefree.it/news.php?op=view&id=111792)","operation",13.0318454,41.3047633,"0","Italy","Europe","Sabaudia &amp; San Felice Circeo, Italy","Sabaudia &amp; San Felice Circeo, Italy","Sabaudia &amp; San Felice Circeo","Italy"
"1214","Sacramento, West Sacramento &amp; Davis, California -","http://www.sacog.org/projects/bikeshare/<br>Sacramento Area Council of Governments is planning<br>a Regional Bike Share system in 2017 with 616 bikes in 88 stations.<br>In October 2012, the local government approves funding for Feasibility Study for a regional system and Sacramento Metropolitan Air Quality Management District, applied for $3.8 million with a December 2013 determination for 80 stations with 560 bikes<br>(http://www.sacbee.com/2013/10/19/5833308/editorial-miniparks-bike-corrals.html#storylink=cpy)<br>Source (http://www.sacramentopress.com/headline/75164/Officials_look_at_regional_bike_share_program)","planning",-121.4880176,38.5881624,"0","United States of America","North America","Sacramento, West Sacramento &amp; Davis, California -","Sacramento, West Sacramento &amp; Davis, California -","Sacramento","California -"
"1215","Saint Denis, France - Velcom","Permanently Terminated August 2012<br>Source (http://www.velcom.fr/misc/closed.html)<br>Re-open March 29, 2011 <br>250 bikes in 47 stations<br>Still experiencing theft and vandalism<br>large number again stolen, but most recovered as of<br>May 2011 <br>Closed September 2010 for re-evaluation after 700 bikes are destroyed or vandalized in a little over a year!http://www.velcom.fr/<br>450 bikes & 50 stations<br>launched: July 15, 2009<br>operator & system: JCDecaux","stopped",2.3562244,48.9425732,"0","France","Europe","Saint Denis, France","Velcom","Saint Denis","France"
"1216","Saint Denis, Réunion, France","Planning Pedelec system with 14 stations for APril 2016<br>Source: http://www.zinfos974.com/Des-velos-electriques-reunionnais-en-libre-service-d-ici-avril-2016_a95951.html","planning",55.4516029,-20.8799845,"0","France","Europe","Saint Denis, Réunion, France","Saint Denis, Réunion, France","Saint Denis","France"
"1217","Saint Etienne, France - Vélivert","http://www.velivert.fr/ (http://www.velivert.fr/)<br>Obrien Bike Share map (http://bikes.oobrien.com/?city=stetienne)<br>CityBik.es map (https://citybik.es/map/velivert)<br>364 bikes and 38 stations, 300 bikes for long term rental, 110 electric bikes<br>Launched: June 25, 2010<br>Maintenance: Saint Etienne Métropole<br>Operator: Smoove<br>System: Smoove","operation",4.3868064,45.4432718,"0","France","Europe","Saint Etienne, France","Vélivert","Saint Etienne","France"
"1218","Saint Louis, Missouri USA","www.stlbikeshare.org<br>2015 Feasibility Study suggest 540 bikes in 60 stations to start : http://nextstl.com/2015/02/60-station-bike-share-system-in-planning-stages-for-st-louis/<br>In august 2013 the Mayor is considers a program. Started planning Spring 2014<br>Source (http://blogs.riverfronttimes.com/dailyrft/2013/08/st_louis_bike_sharing_francis_slay.php)","planning",-90.1986126,38.6305502,"0","United States of America","North America","Saint Louis, Missouri USA","Saint Louis, Missouri USA","Saint Louis","Missouri USA"
"1219","Saint Petersburg and Petergof Russia - Velogorod","http://spb.velogorod.org/<br>600 bikes in 96 stations (September 2016)<br>(New Equipment debut October 21, 2016: 100 bikes in 10 Stations in Peterhof)<br>890 bikes in 87 stations (July 2015)<br>Launch: July 3, 2014 with 170 bikes in 29 stations<br>Equipment moved from the Summer 2013 system in Moscow<br>Equipment: Hourbike and Homeport","operation",30.3255274,59.9434913,"0","Russia","Europe","Saint Petersburg and Petergof Russia","Velogorod","Saint Petersburg and Petergof Russia","Saint Petersburg and Petergof Russia"
"1220","Saint Petersburg, Florida, USA -Coast","http://coastbikeshare.com/stpete<br>100 bikes in 10 hubs<br>Launch: November 1, 2016<br>Part of the Tampa, Florida system<br>Operator: Cyclehop<br>Equipment: Social Bicycles<br>City Council Approve contract with Cyclehop for 300 bikes in 30 station<br>Launch originally scheduled for summer 2016 (June 2016: http://www.tbreporter.com/local-news/public-kickoff-meeting-st-pete-bike-sharing-june-15/)(April 2016: http://www.tbo.com/pinellas-county/st-pete-rolls-out-bike-share-program-20160421/)City Council approves joining Tampa, Florida program for spring 2014 Source (http://stpete.patch.com/groups/politics-and-elections/p/bike-sharing-program-coming-to-st-pete)<br>A planned http://mybike.org/ for July 4, 2012 did not materialize. <br>Source (http://downtownstpete.ilovetheburg.com/article/myBike-Your-Bike-Everybody-Bikes/3307)","operation",-82.7114296,27.7965653,"0","United States of America","North America","Saint Petersburg, Florida, USA -Coast","Saint Petersburg, Florida, USA -Coast","Saint Petersburg","USA -Coast"
"1221","Sainte-Maxime, France - ","During 2015 in process of considering 200-250 bikes or pedelecs.<br>Source:<br>http://www.varmatin.com/saint-tropez/y-aura-t-il-des-velos-en-libre-service-a-sainte-maxime.2144487.html","operation",6.6386175,43.3083479,"0","France","Europe","Sainte-Maxime, France - ","Sainte-Maxime, France - ","Sainte-Maxime","France - "
"1222","Sakai, Japan - Sakai Community bikes","http://sakai-c.net/<br><br> <br>4 stations<br><br><br> <br>Launched 2010","operation",135.4673484,34.5865841,"0","Japan","Asia","Sakai, Japan","Sakai Community bikes","Sakai","Japan"
"1223","Saket, Dehli, India - DMRC Bike Sharing","http://greenolution.in<br>76 bikes in 4 stations<br>Launch: January 8, 2015<br>Source: http://www.asianage.com/delhi/delhi-metro-launches-city-s-1st-bicycle-sharing-scheme-260<br>","operation",77.201786,28.5211927,"0","India","Asia","Saket, Dehli, India","DMRC Bike Sharing","Saket","India"
"1224","Salamanca, Spain - Salenbici","http://www.salamancasalenbici.com/<br>CityBik.es map (https://citybik.es/map/onroll-salamanca)<br>110 bikes in 30 stations.<br>Launch: May 2011 with 12 stations<br>Cell Phone or Swipe Card Operate<br>Operator: Onroll, by Domoblue","operation",-5.6670575,40.9643451,"0","Spain","Europe","Salamanca, Spain","Salenbici","Salamanca","Spain"
"1225","Salem,  Massachusetts USA -","City consideres a Zagster program for Spring 2017<br>City issues RFP in September 2016 to replace Salem Spin a city sponsored bike library<br>Source: http://www.salemnews.com/news/local_news/salem-looks-to-recreate-bike-sharing-program/article_490c30b3-909b-5f7a-9f1a-b58ba9dd0f40.html<br>","planning",-70.8923721,42.5194343,"0","United States of America","North America","Salem,  Massachusetts USA -","Salem,  Massachusetts USA -","Salem,  Massachusetts USA -","Salem,  Massachusetts USA -"
"1226","Salem, Oregon USA - ","In December 2016 a non profit is raising funds for a program of 50 bikes in 10 stations<br>Source: http://www.statesmanjournal.com/story/news/2016/12/04/salem-may-join-other-oregon-cities-bike-share-push/94613608/","planning",-123.0393219,44.9405013,"0","United States of America","North America","Salem, Oregon USA - ","Salem, Oregon USA - ","Salem","Oregon USA - "
"1227","Salerno, Italy - BicinCentro","bicincentro.it (http://bicincentro.it/)<br>24 pedelecs in 3 stations<br>Launch: August 1, 2014 Source (http://www.salernonotizie.net/prende-il-via-il-progetto-bike-sharing-salerno-video.html)<br>Equipment: Ecospazio.it<br>Entertained 9 prospects from January 2013 Tender offer for electric bike sharing<br>Source (http://www.salernotoday.it/cronaca/bike-sharing-elettrico.html)","operation",14.7613334,40.6840221,"0","Italy","Europe","Salerno, Italy","BicinCentro","Salerno","Italy"
"1228","Salt Lake City, Utah USA -GREENBike B-cycle","http://greenbikeslc.org/ <br>OBrien Bike Share Map (http://bikes.oobrien.com/saltlakecity/)<br>CityBik.es Map (https://citybik.es/map/greenbikeslc)<br>225 bikes in 25 stations (July 2015)<br>Launch April 8, 2013 with 100 bikes in 10 stations <br>Source (http://www.sltrib.com/sltrib/news/55545723-78/bikes-greenbike-lake-salt.html.csp)<br>Equipment B-cycle","operation",-111.9003866,40.7668267,"0","United States of America","North America","Salt Lake City, Utah USA -GREENBike B-cycle","Salt Lake City, Utah USA -GREENBike B-cycle","Salt Lake City","Utah USA -GREENBike B-cycle"
"1229","Salta, Argentina - NeustraBici","City Council passes Ordinance for program during august 2016 session. Planning program for July 2016 with 100 bikes<br>Source: http://www.saltadiario.com.ar/?p=39438","planning",-65.4147434,-24.7805005,"0","Argentina","South America","Salta, Argentina","NeustraBici","Salta","Argentina"
"1230","Salvador, Bahia, Brazil","www.bikesalvador.com<br>CityBike.es Map (https://citybik.es/map/bikesalvador)<br>350 bikes in 36 stations<br>Launch: September 21, 2013<br>Sponsor: Banco Itaú<br>System: Samba/Serttel<br>City government planning bike share as bike initiative in 2013 Source (http://atarde.uol.com.br/bahia/salvador/materias/1514945-prefeitura-anuncia-projetos-para-incentivar-uso-de-bicicleta)","operation",-38.4990116,-12.9657507,"0",NA,NA,"Salvador, Bahia, Brazil","Salvador, Bahia, Brazil","Salvador","Brazil"
"1231","Saluzzo, Italy - Bicincittà","(http://www.bicincitta.com/citta_v3.asp?id=47&pag=2)<br>Citybik.es Map (https://citybik.es/map/saluzzo)<br>3 bikes in 3 stations<br>Equipment<br>7 Operator: Bicincittà<br>","operation",7.4896504,44.6501541,"0","Italy","Europe","Saluzzo, Italy","Bicincittà","Saluzzo","Italy"
"1232","Salzburg, Austria","Was to begin pilot program in August 2013 with 700 bikes in 40 stations. With plans for 1,000 bike in 100 stations<br>As of 2015. never realized<br>Source (http://www.salzburg.com/nachrichten/salzburg/chronik/sn/artikel/salzburg-stadt-700-raeder-zum-ausleihen-52637/)","planning",13.0392264,47.817766,"0","Austria","Europe","Salzburg, Austria","Salzburg, Austria","Salzburg","Austria"
"1233","Samara, Russia","Discussing with Bank of Moscow during June 2015 for creating a possible system in the future Source: http://www.samru.ru/society/novosti_samara/84410.html","planning",50.1676941,53.1978066,"0","Russia","Europe","Samara, Russia","Samara, Russia","Samara","Russia"
"1234","Samos, Greece - EasyBike","http://samos.easybike.gr/el/<br>CityBik.es Map (https://citybik.es/map/easybike-samos)<br>50 Bikes in 4 stations<br>Launch May 30 ,2013","operation",26.9753834,37.7541581,"0","Greece","Europe","Samos, Greece","EasyBike","Samos","Greece"
"1235","San Andrés del Rabanedo, Spain - Te presta la Bici","http://www.sanandresteprestalabici.es/estado/EstadoActual.asp<br>Ends 2014<br>40 bikes in 8 station<br>Launched in 2008<br>System: ITCL","stopped",-5.6210516,42.6162753,"0","Spain","Europe","San Andrés del Rabanedo, Spain","Te presta la Bici","San Andrés del Rabanedo","Spain"
"1236","San Antonio, Texas USA - San Antonio B-cycle","http://sanantonio.bcycle.com/ <br>Obrien Bike Share Map (http://bikes.oobrien.com/?city=sanantonio)<br>CityBik.es map (https://citybik.es/map/sanantonio)<br>516 bikes in 59 stations (July 2016)<br>Launch March 26, 2011 with 140 bikes in 14 stations<br>Equipment: B-cycle","operation",-98.4939766,29.440196,"0","United States of America","North America","San Antonio, Texas USA","San Antonio B-cycle","San Antonio","Texas USA"
"1237","San Basilio, Rovigo, Italy","15 Pedelec<br>and 5 bike<br>in 2 station program to start June 2015<br>Source: http://www.rovigoindiretta.it/delta-del-po/2015/03/21/il-bikesharing-si-muove-nel-parco-in-arrivo-a-san-basilio-le-due-ruote-condivise/","planning",12.1759844,44.9457259,"0","Italy","Europe","San Basilio, Rovigo, Italy","San Basilio, Rovigo, Italy","San Basilio","Italy"
"1238","San Diego, California, USA - Decobike","www.decobike.com/sandiego/<br>CityBike.es Map (https://citybik.es/map/decobike-san-diego)<br>700 bikes in 95 stations (December 2015)<br>Launch : January 30, 2015 with 125 bikes in 20 stations<br>adding stations continually 550 bikes in 87stations (May 2015)<br>Picked Decobike<br>to construct own and operate 1,800 bike 180 station system for Fall 2013<br><br>Source (http://www.bikesharephiladelphia.org/PDF%20DOC/FACTSHEET-11.16.12-BikeShareDB.pdf)<br>Operator: DecoBike<br>Equipment: DecoBike","operation",-117.1727946,32.7445475,"0","United States of America","North America","San Diego, California, USA","Decobike","San Diego","USA"
"1239","Sandnes, Norway - Bysykkel","Launched: May 2000. Early JCDecaux program with 75 bikes in 16 stations<br>Source: http://www.aftenbladet.no/nyheter/lokalt/Bysyklene-kommer-2657685.html<br>http://www.infotronics.no/bysykkel.aspx","stopped",5.7347345,58.8519434,"0","Norway","Europe","Sandnes, Norway","Bysykkel","Sandnes","Norway"
"1240","San Dona di Piave, Italy - Bicincittà","Bicincittà (http://www.bicincitta.com/citta_v3.asp?id=50&pag=2)","operation",12.5647544,45.6354664,"0","Italy","Europe","San Dona di Piave, Italy","Bicincittà","San Dona di Piave","Italy"
"1241","San Donato Milanese, Italy- Bici in èmeglio","http://bicincitta.tobike.it/frmLeStazioni.aspx?ID=45<br>50 bikes in 13 staions<br>Launch: September 17, 2016<br>Equipment: Bicincittà<br>Source:http://sandonatopoli.blogspot.com/2016/09/il-bike-sharing-arriva-anche-san-donato.html","operation",9.2691994,45.4100202,"0","Italy","Europe","San Donato Milanese, Italy- Bici in èmeglio","San Donato Milanese, Italy- Bici in èmeglio","San Donato Milanese","Italy- Bici in èmeglio"
"1242","San Francisco, California USA - Bay Area BikeShare ( name to be Ford GoBike)","www.bayareabikeshare.com/ (http://www.bayareabikeshare.com/)<br>O'Briens Bike Share Map (http://bikes.oobrien.com/bayarea/)<br>CityBik.es Map(https://citybik.es/map/bay-area-bike-share)<br>To expand as Ford GoBike<br>with 7,000 bikes in the Bay Area (http://www.bayareabikeshare.com/expansion)<br>Pilot Launch August 29, 2013 with 300 Bikes in 34 stations (program: 540 bikes in 64 stations)<br>With the cities of Redwood City, Mountain View, Palo Alto & San Jose <br>Operator: Motivate<br>Equipment: PBSC<br>Source (http://www.sfexaminer.com/local/transportation/2013/03/deal-reached-bike-sharing-network-be-place-august)","operation",-122.4009136,37.7981199,"0",NA,NA,"San Francisco, California USA","Bay Area BikeShare ( name to be Ford GoBike)","San Francisco","California USA"
"1243","San Giovanni in Persiceto, Italy - Mi Muovo in bici","20 pedelecs in 2 stations<br>Launch May 12, 2013<br>Operator"" Bicincittà ","operation",11.1878586,44.6389181,"0","Italy","Europe","San Giovanni in Persiceto, Italy - Mi Muovo in bici","San Giovanni in Persiceto, Italy - Mi Muovo in bici","San Giovanni in Persiceto","Italy - Mi Muovo in bici"
"1244","San Javier, Spain - ","http://sanjavier.onroll.info/<br>Ends 2014<br>25 bikes in 5 stations<br>Launched: 2009<br>System: Domoblue","stopped",-0.8351326,37.8086991,"0","Spain","Europe","San Javier, Spain","San Javier, Spain","San Javier","Spain"
"1245","San Juan, Puerto Rico USA -","Issued Tender in September 2016<br>Process stalled","planning",-66.116066,18.4657697,"0",NA,NA,"San Juan, Puerto Rico USA -","San Juan, Puerto Rico USA -","San Juan","Puerto Rico USA -"
"1246","San Jose, California USA -Bay Area BikeShare (To be renamed Ford GoBike)","www.bayareabikeshare.com/ (http://www.bayareabikeshare.com/)<br>O'Briens Bike Share Map (http://bikes.oobrien.com/bayarea/)<br>Pilot launch August 29, 2013 with 130 bikes in 13 stations<br>In conjunction with San Francisco System. With the cities of Redwood City, Palo Alto & San Jose<br>Operator: Motivate<br>Equipment: PBSC","operation",-121.9045116,37.3361797,"0","United States of America","North America","San Jose, California USA -Bay Area BikeShare (To be renamed Ford GoBike)","San Jose, California USA -Bay Area BikeShare (To be renamed Ford GoBike)","San Jose","California USA -Bay Area BikeShare (To be renamed Ford GoBike)"
